A:char(25)	B:char(25)	C:int	D:int	E:char(25)
Texas	Uruguay	8	73	Goldfinch
Wyoming	Tennessee	0	67	Pristiophorus
Colorado	Nebraska	5	77	Fox
New_Jersey	Pennsylvania	0	28	Isurus
Kansas	Dominica	8	48	Hemiscyllium
Oklahoma	Uruguay	7	36	Mule
Nebraska	Nigeria	0	60	Black_panther
Kentucky	Lithuania	6	52	Coccinellidae
Alabama	Ethiopia	2	30	Otter
New_Hampshire	Madagascar	5	38	Chamois
Hawaii	Florida	5	5	Poroderma
Oregon	Slovakia	5	85	Prionace_glauca
Georgia	Cyprus	7	68	Sawshark
Nebraska	Malta	9	60	Fish
West_Virginia	Nauru	3	75	Nightingale
Nebraska	Wisconsin	2	60	Columbidae
Washington	MARSHALL_ISLANDS	8	82	Rhinoceros
North_Dakota	Slovakia	6	12	Crow
California	EQUATORIAL_GUINEA	8	54	Prionace
Maryland	Colombia	1	52	Mule
Oregon	Guatemala	6	73	Swallow
Mississippi	Monaco	9	24	American_Bison
Wyoming	Ireland	2	92	Apristurus
Oregon	Italy	6	84	Jaguar
California	Colombia	2	45	Quail
Louisiana	Ecuador	0	83	Guanaco
Vermont	New_Jersey	7	36	Poroderma
Massachusetts	Nebraska	6	46	Cheetah
Oregon	CZECH_REPUBLIC	8	31	Scoliodon
Vermont	Japan	1	46	Zebra
Arizona	Thailand	1	69	Isogomphodon
Idaho	New_Mexico	2	93	Wren
Arkansas	Kiribati	8	16	Cheetah
Nevada	Texas	6	55	Fox
Maine	Grenada	4	50	Scoliodon
Maine	North_Carolina	5	46	Nightingale
South_Carolina	Malawi	0	74	Raven
North_Carolina	Wyoming	8	22	Columbidae
Alaska	Grenada	5	20	Badger
Idaho	Mississippi	2	18	Isogomphodon
Texas	Tennessee	2	21	Gerbil
Rhode_Island	Finland	2	16	Camel
Florida	Missouri	3	6	Heron
Illinois	Nigeria	6	15	Black_panther
Minnesota	Ukraine	9	44	Alligator
Alabama	Saudi_Arabia	5	58	Fish
Oklahoma	Tuvalu	4	74	Ostrich
Missouri	CZECH_REPUBLIC	2	23	Fox
Illinois	New_Jersey	2	16	Wren
North_Dakota	Ukraine	6	87	Reindeer
Maine	Denmark	1	59	Mule
South_Carolina	Netherlands	7	58	Angel_shark
Pennsylvania	Mozambique	4	30	Sawshark
Alaska	Uzbekistan	3	51	Triaenodon
Idaho	MARSHALL_ISLANDS	6	20	Chiloscyllium
Wisconsin	Saudi_Arabia	2	50	Ostrich
North_Dakota	Netherlands	3	3	Lamna
Hawaii	Texas	1	56	Giant_Panda
Minnesota	Colombia	8	59	Negaprion
Ohio	Malawi	6	7	Zebra
North_Dakota	Malta	4	22	Heron
Colorado	Ukraine	0	15	Black_panther
Arkansas	Illinois	6	8	Hyena
Colorado	Monaco	4	59	Louse
Wisconsin	Cyprus	5	72	Coyote
New_Mexico	Virginia	4	38	Bison
Florida	Dominica	1	6	Columbidae
North_Dakota	Massachusetts	7	54	Hemiscyllium
Florida	Samoa	6	96	Black_panther
Georgia	Morocco	9	69	Chiloscyllium
Michigan	Italy	5	67	Whale_Shark
Iowa	Alabama	7	69	Giraffe
Oklahoma	North_Carolina	6	38	Chamois
Hawaii	New_Jersey	8	85	Jaguar
New_Hampshire	Romania	4	45	Ostrich
Wyoming	Tonga	9	6	Flamingo
Alaska	Namibia	4	81	Manatee
North_Dakota	Ghana	4	30	Human
Mississippi	Taiwan	7	85	Pony
Delaware	Romania	9	6	Lamniformes
Maine	Barbados	6	51	Moose
California	Georgia	5	31	Bison
New_Mexico	Uganda	1	7	Pinniped
Minnesota	Uzbekistan	2	76	Quail
Michigan	Georgia	6	11	Beaver
Massachusetts	Rhode_Island	7	33	Coccinellidae
North_Dakota	Massachusetts	9	93	Black_panther
Virginia	Denmark	8	21	Beaver
South_Dakota	Italy	9	27	Quail
North_Carolina	Vatican_City	5	81	Moose
Missouri	Tunisia	2	21	Isogomphodon
New_Hampshire	Australia	8	99	Swallow
South_Carolina	Tunisia	1	68	Guanaco
West_Virginia	Australia	8	39	Camel
Oregon	Tuvalu	3	12	Pristiophorus
Alaska	Wyoming	6	40	Echinorhinus
Rhode_Island	Illinois	5	38	Cobra
Georgia	Ecuador	8	49	Chiloscyllium
North_Dakota	Mississippi	9	62	Isurus
Arkansas	Tuvalu	5	67	Triaenodon
Oregon	Kiribati	7	2	Cormorant
Texas	Japan	8	83	Dogfish
Michigan	Slovakia	6	15	Bullhead_shark
West_Virginia	Namibia	2	93	Cormorant
Maryland	Virginia	8	32	Pristiophorus
Illinois	Washington	6	29	Goldfinch
Idaho	Maine	5	86	Pinniped
Utah	CZECH_REPUBLIC	1	96	Pygmy_Shark
Iowa	New_Mexico	9	20	American_Bison
Missouri	Australia	4	34	Beaver
Washington	Michigan	3	59	Fish
Mississippi	Florida	7	68	Pelican
New_York	Texas	0	90	Badger
Alaska	Jordan	9	83	Whale_Shark
California	Japan	9	28	Goose
Washington	Denmark	1	25	Mallard
West_Virginia	Samoa	9	5	Pinniped
Wisconsin	Spain	4	69	Heron
Missouri	Ukraine	6	59	Gerbil
Iowa	Switzerland	3	43	Hyena
Alaska	Tonga	8	88	Cormorant
North_Dakota	Pennsylvania	5	13	Heron
Arizona	North_Carolina	6	70	Chamois
Nebraska	Sweden	1	52	Triaenodon
Louisiana	New_Mexico	6	89	Sawshark
Michigan	Louisiana	0	74	Cheetah
Idaho	Greece	5	93	Wren
Michigan	Vatican_City	5	61	Triaenodon
North_Dakota	Malawi	3	97	Parmaturus
Nebraska	Malawi	6	21	Jaguar
Colorado	Uganda	9	33	Black_panther
Illinois	Spain	3	48	Negaprion
Wyoming	Namibia	5	3	Human
Oklahoma	WESTERN_SAHARA	1	46	Echinorhinus
Wyoming	Kiribati	2	18	Swallow
Montana	Dominica	9	8	Gazelle
Mississippi	Spain	9	71	Coccinellidae
South_Carolina	Samoa	7	58	Heron
Arkansas	EQUATORIAL_GUINEA	0	16	American_Bison
Rhode_Island	Uganda	8	68	Badger
Wyoming	Italy	1	32	Wren
Maine	Romania	1	38	Cormorant
North_Dakota	Nigeria	0	20	Cormorant
South_Carolina	Romania	6	7	Lamna
Michigan	Uganda	9	24	Dogfish
Oklahoma	Tuvalu	1	22	Pinniped
Nevada	NEW_ZEALAND	3	27	Chiloscyllium
Maryland	South_Carolina	7	70	Alligator
Alabama	Monaco	5	14	Pinniped
North_Carolina	Wyoming	4	50	Swallow
Utah	Sweden	3	62	Sheep
Florida	TRINIDAD_AND_TOBAGO	3	84	Columbidae
Kansas	NEW_ZEALAND	5	28	Quail
North_Dakota	Lithuania	7	4	Cirrhoscyllium
Utah	Barbados	8	70	Echinorhinus
Colorado	Alabama	6	41	Parmaturus
Delaware	Oregon	8	4	Donkey
Colorado	Nigeria	1	89	Black_panther
Pennsylvania	California	5	79	Fish
Maine	South_Carolina	7	98	Crow
Alabama	Nigeria	1	48	Bison
Montana	Nauru	9	61	Dogfish
Utah	Greece	0	42	Alligator
Ohio	Guatemala	6	29	Triakis
Minnesota	Tuvalu	9	62	Coyote
Indiana	Morocco	4	11	Louse
Ohio	Slovenia	7	98	Triaenodon
New_York	Maryland	7	73	Anatidae
Louisiana	Slovakia	2	12	Apristurus
New_Hampshire	Malawi	2	86	Prionace_glauca
Kentucky	Ireland	9	5	Sawshark
South_Dakota	Saudi_Arabia	9	27	Gerbil
Connecticut	Finland	3	44	Human
Ohio	Croatia	0	33	Gazelle
Delaware	Tonga	7	68	Cheetah
Washington	Barbados	5	14	Badger
Alaska	Rhode_Island	0	48	Sphyrna_lewini
New_Hampshire	Nepal	5	96	Squaliformes
Kentucky	Massachusetts	5	64	Otter
Indiana	NEW_ZEALAND	1	80	Ostrich
Wyoming	Wisconsin	8	38	Lamna
Florida	Louisiana	0	60	Jackal
Illinois	CZECH_REPUBLIC	1	53	Mallard
Arkansas	Canada	5	80	American_Bison
Florida	Alaska	2	63	Gerbil
Connecticut	EQUATORIAL_GUINEA	4	19	Coccinellidae
Missouri	Zambia	2	78	Camel
Idaho	Oregon	3	57	Swan
Nevada	Wisconsin	4	30	Crow
Maryland	North_Carolina	7	7	Flamingo
Texas	Netherlands	1	51	Magpie
Missouri	Tanzania	3	53	Swan
Pennsylvania	Alabama	0	19	Chamois
Indiana	Uganda	7	70	Polecat
Maryland	Finland	3	92	Giraffe
Mississippi	Mississippi	1	52	Nightingale
Minnesota	Tonga	0	64	Coccinellidae
Iowa	Michigan	2	37	Ostrich
Louisiana	Sudan	7	56	Flamingo
Utah	France	6	32	Parascyllium
South_Carolina	Taiwan	8	72	Hamster
Colorado	Mozambique	8	93	Polecat
Alaska	Singapore	4	70	Polecat
Nevada	Louisiana	6	19	Wombat
Vermont	Saudi_Arabia	0	67	Louse
Tennessee	Jordan	7	62	Goldfinch
Idaho	Oregon	5	50	Manatee
Alaska	Guatemala	7	88	Lion
Virginia	Zimbabwe	6	1	Peafowl
Connecticut	Taiwan	3	61	Cheetah
Montana	Italy	2	74	Skunk
Ohio	Texas	0	32	Prionace
New_Hampshire	Arizona	8	1	Rhizoprionodon
Montana	Taiwan	2	46	Moose
Tennessee	Kiribati	0	35	Fish
Washington	Thailand	0	87	Prionace_glauca
South_Dakota	California	3	90	Badger
Missouri	WESTERN_SAHARA	3	74	Hawk
Idaho	Serbia	9	75	Apristurus
Tennessee	Romania	0	35	Ram
Pennsylvania	Massachusetts	7	16	Mule
Oregon	MARSHALL_ISLANDS	1	90	Badger
Montana	Switzerland	7	99	Prionace_glauca
Wisconsin	Uzbekistan	2	20	Lion
New_Jersey	Malawi	9	71	Pygmy_Shark
New_Mexico	Texas	5	48	Dolphin
Florida	Turkey	7	17	Giraffe
Utah	Alaska	1	48	Echinorhinus
Delaware	Massachusetts	4	19	Swallow
Illinois	Missouri	2	60	Hemitriakis
Kansas	Ireland	9	46	Giant_Panda
South_Carolina	Minnesota	8	85	Alligator
New_Hampshire	Missouri	2	92	Coyote
Alabama	Denmark	2	19	Chiloscyllium
Ohio	Michigan	2	13	Snipe
Montana	Wyoming	6	55	Parascyllium
Missouri	Alabama	7	7	Chiloscyllium
Montana	Washington	7	54	Triaenodon
Maine	Maryland	0	80	Gerbil
Texas	Nauru	5	18	Sphyrna_lewini
Michigan	Madagascar	6	77	Peafowl
Rhode_Island	Greece	3	34	Hamster
Alabama	Pennsylvania	5	44	Parmaturus
Rhode_Island	Monaco	9	43	Rhizoprionodon
Wisconsin	Kiribati	7	19	Echinorhinus
Colorado	Zimbabwe	9	67	Beaver
Oklahoma	Guatemala	6	95	Squaliformes
Idaho	NEW_ZEALAND	6	40	Baboon
Florida	Denmark	3	19	Peafowl
Wisconsin	Maryland	3	89	Squaliformes
Maryland	Latvia	5	54	Black_panther
Louisiana	Singapore	9	5	Guanaco
Idaho	New_Jersey	9	64	Camel
Alabama	Malaysia	3	82	Carcharhiniformes
Mississippi	NEW_ZEALAND	1	22	Nightingale
Nebraska	Tunisia	7	43	Partridge
Rhode_Island	Lithuania	2	13	Sheep
West_Virginia	Saudi_Arabia	1	52	Ostrich
Kansas	South_Carolina	7	83	Rhizoprionodon
Delaware	Tonga	6	65	Swallow
Kentucky	Sudan	5	43	Goldfinch
North_Carolina	Maine	1	69	Poroderma
Pennsylvania	Vatican_City	7	69	Sphyrna_lewini
California	Ghana	9	38	Rhizoprionodon
New_York	Ireland	5	23	Peafowl
Oklahoma	Oregon	0	44	Cheetah
South_Dakota	MARSHALL_ISLANDS	9	7	Squaliformes
Arkansas	Nigeria	4	90	Reindeer
Texas	Australia	5	36	Lion
New_Jersey	Tunisia	5	57	Bison
Pennsylvania	Netherlands	9	49	Beaver
Nebraska	Rhode_Island	4	49	Lamna
Tennessee	Mozambique	4	37	Heron
Nebraska	NEW_ZEALAND	5	18	Prionace
South_Carolina	Samoa	1	10	Lamniformes
Kentucky	New_Mexico	1	5	Parmaturus
Alabama	Missouri	7	15	Lamna
Kansas	Ireland	2	70	Ram
Georgia	Ukraine	5	46	Pinniped
Rhode_Island	Slovenia	1	63	Pinniped
California	Namibia	8	37	Partridge
New_Hampshire	Thailand	1	56	Peafowl
Michigan	Michigan	7	2	Parmaturus
Michigan	Mississippi	2	8	Ostrich
Connecticut	Arizona	5	29	Polecat
Tennessee	Sweden	5	88	Flamingo
North_Dakota	Latvia	9	41	Partridge
Arkansas	France	5	79	Bison
Idaho	WESTERN_SAHARA	7	19	Moose
Kentucky	Saudi_Arabia	4	12	Rhizoprionodon
Delaware	Monaco	3	69	Jaguar
Delaware	Namibia	2	36	Wombat
Hawaii	Taiwan	3	79	Negaprion
Alabama	Georgia	9	63	Sphyrna_lewini
Idaho	Mississippi	9	45	Cobra
Nevada	Morocco	1	57	Cheetah
Idaho	Greece	0	41	Whale_Shark
Nebraska	Tuvalu	8	61	Cirrhoscyllium
Massachusetts	Ireland	2	0	Pelican
Michigan	Tunisia	9	42	Wren
Alaska	New_Mexico	9	62	Human
North_Carolina	Maryland	5	5	Rhizoprionodon
Arizona	Uzbekistan	8	59	Chiloscyllium
Pennsylvania	TRINIDAD_AND_TOBAGO	7	74	Triaenodon
Oklahoma	Canada	6	51	Cobra
New_Jersey	EL_SALVADOR	3	6	Moose
Utah	Ukraine	0	75	Baboon
Oregon	Pennsylvania	6	47	Wren
West_Virginia	Samoa	3	21	Badger
Delaware	Sweden	8	61	Hemitriakis
Kansas	CZECH_REPUBLIC	1	60	Isogomphodon
Mississippi	Zambia	4	97	Wren
Colorado	Guatemala	1	44	Scoliodon
Alabama	Guatemala	9	15	Polecat
California	Cyprus	6	43	Hemiscyllium
New_Jersey	Sudan	2	90	Baboon
Louisiana	Zambia	1	41	Sawshark
Tennessee	Alabama	4	60	Hyena
Maryland	Luxembourg	3	70	Isurus
Utah	Mississippi	7	81	Hemiscyllium
Texas	Florida	5	94	Parascyllium
Montana	Ghana	9	85	Bison
Indiana	Nebraska	1	82	Apristurus
Kentucky	MARSHALL_ISLANDS	0	57	Mouse
Minnesota	Virginia	4	88	Polecat
Nevada	MARSHALL_ISLANDS	0	36	Hemiscyllium
Virginia	Oregon	1	36	Heron
Maryland	Rhode_Island	1	95	Whale_Shark
West_Virginia	Romania	6	38	Partridge
Alaska	Michigan	0	39	Prionace_glauca
Illinois	Alaska	8	49	Squaliformes
Kansas	Alabama	8	90	Giant_Panda
Wisconsin	South_Carolina	3	54	Swallow
South_Carolina	Spain	3	76	Lamniformes
Delaware	Switzerland	3	65	Heron
Vermont	Samoa	4	28	Pelican
Vermont	Madagascar	8	11	Pinniped
Oklahoma	Japan	4	94	Cheetah
New_Jersey	Maryland	3	38	Lion
North_Dakota	Madagascar	0	89	Louse
Mississippi	Croatia	0	96	Scoliodon
Iowa	Grenada	2	13	Triaenodon
Idaho	Pennsylvania	9	26	Heron
South_Carolina	COSTA_RICA	8	1	Parmaturus
Minnesota	South_Carolina	9	27	Mallard
West_Virginia	Nauru	3	16	Hawk
Utah	Missouri	7	82	Chiloscyllium
Wisconsin	New_Jersey	3	80	Gorilla
New_Jersey	New_Jersey	9	68	Goose
South_Carolina	Tunisia	1	43	Lamniformes
Minnesota	Minnesota	6	41	Giraffe
Illinois	Malawi	7	58	Coccinellidae
Arizona	Slovenia	8	11	Lion
South_Carolina	Wyoming	0	26	Rhizoprionodon
Nebraska	Ireland	3	37	Mule
South_Carolina	Zambia	3	39	Giraffe
Kentucky	Massachusetts	0	12	Donkey
Louisiana	Massachusetts	2	10	Pygmy_Shark
Illinois	Cyprus	3	15	Nightingale
North_Dakota	WESTERN_SAHARA	1	80	Isogomphodon
Florida	Croatia	7	12	Badger
Colorado	Zimbabwe	6	28	Black_panther
Alaska	Switzerland	0	27	Swan
Vermont	Ukraine	5	98	Jaguar
New_Jersey	Nepal	3	41	Magpie
South_Carolina	Alabama	5	66	Cormorant
Illinois	Latvia	9	37	Rhinoceros
West_Virginia	Serbia	7	8	Echinorhinus
Illinois	Virginia	7	52	Fox
Maryland	Oregon	6	41	Swan
Maine	Georgia	5	69	Cormorant
New_Mexico	Tennessee	5	1	Guanaco
North_Carolina	Maryland	8	50	Hemitriakis
Arizona	Tonga	7	45	Giraffe
New_Jersey	Ukraine	8	70	Mule
Maryland	Cyprus	7	50	Guanaco
Montana	Monaco	4	3	Squaliformes
New_York	Wyoming	9	47	Gazelle
Alaska	Samoa	7	88	Jackal
Illinois	Morocco	0	3	Gerbil
Nevada	Hawaii	2	8	Rhizoprionodon
Nebraska	Monaco	2	37	Coccinellidae
Maine	Malaysia	7	50	Fish
Minnesota	CZECH_REPUBLIC	8	65	Hemiscyllium
Kentucky	Minnesota	9	75	Hamster
Colorado	DOMINICAN_REPUBLIC	1	29	Hawk
Hawaii	Barbados	9	22	Echinorhinus
Texas	South_Carolina	3	14	Crow
Hawaii	Wyoming	4	63	Polecat
Minnesota	Rhode_Island	7	25	Guanaco
California	Ireland	7	88	Rhizoprionodon
Vermont	Ghana	9	73	Goldfinch
Florida	Malta	4	58	Wren
Kentucky	Dominica	9	34	Pinniped
Michigan	Ethiopia	4	60	Gazelle
Iowa	Ukraine	5	37	Mouse
Georgia	Barbados	4	53	Cobra
Arizona	Thailand	0	28	Ostrich
Arizona	Jordan	5	50	Rhizoprionodon
Minnesota	Ethiopia	3	33	Camel
Missouri	NEW_ZEALAND	0	27	Squaliformes
Kansas	Massachusetts	6	17	Sawshark
Virginia	Saudi_Arabia	1	3	Echinorhinus
Texas	Nebraska	2	43	Bullhead_shark
Ohio	Italy	4	85	Hemitriakis
Nebraska	Sweden	0	0	Alligator
Missouri	Georgia	3	4	Peafowl
Iowa	Turkey	6	8	Pelican
Michigan	Australia	6	48	Coccinellidae
Utah	Tennessee	2	93	Snipe
Mississippi	Malaysia	2	54	Rhinoceros
Idaho	Maryland	1	16	Badger
Massachusetts	Illinois	1	73	Bison
Maine	Finland	6	0	Sheep
Hawaii	CZECH_REPUBLIC	1	42	Pristiophorus
Washington	Cyprus	0	91	Nightingale
Florida	Australia	8	57	American_Bison
Idaho	EQUATORIAL_GUINEA	4	56	Mallard
Connecticut	Slovakia	3	93	Dolphin
Massachusetts	Ethiopia	4	70	Coccinellidae
Nevada	Saudi_Arabia	3	91	Negaprion
Louisiana	MARSHALL_ISLANDS	2	35	Cobra
California	Malta	7	61	Squaliformes
Kansas	Ecuador	8	30	Isurus
Delaware	Tunisia	3	78	Hyena
Alabama	WESTERN_SAHARA	2	22	Cirrhoscyllium
Rhode_Island	Arizona	7	13	Guanaco
North_Dakota	Tuvalu	3	69	Giant_Panda
Wyoming	Wyoming	4	58	Isogomphodon
Montana	Saudi_Arabia	1	89	Pristiophorus
California	MARSHALL_ISLANDS	4	15	Gorilla
Virginia	Singapore	2	6	Mouse
Iowa	Washington	4	93	Swan
Connecticut	Louisiana	4	53	Louse
Delaware	Canada	4	92	Otter
Wisconsin	Hawaii	8	18	Orectolobus
Iowa	Minnesota	6	21	Giraffe
Illinois	Malawi	0	53	Fox
Georgia	Latvia	8	59	Human
Montana	Romania	6	31	Gorilla
Pennsylvania	Denmark	9	90	Jackal
Alabama	Grenada	0	30	Poroderma
Hawaii	Massachusetts	0	67	Bison
New_Jersey	CZECH_REPUBLIC	5	83	Lamniformes
Nebraska	Thailand	9	82	Rhizoprionodon
South_Carolina	NEW_ZEALAND	6	14	Peafowl
Missouri	Latvia	4	38	Pony
Texas	Greece	9	95	Hawk
New_Hampshire	NEW_ZEALAND	8	60	Reindeer
Kentucky	Ecuador	9	13	Peafowl
Hawaii	CZECH_REPUBLIC	8	13	Cheetah
Iowa	Massachusetts	1	33	Gerbil
Virginia	Tonga	7	45	Giant_Panda
Nebraska	EQUATORIAL_GUINEA	0	42	Swan
North_Carolina	Taiwan	6	84	Whale_Shark
New_Mexico	Greece	6	1	Carcharhinus
Ohio	Virginia	0	74	Carcharhinus
Mississippi	Malaysia	4	24	Pelican
Mississippi	Mozambique	0	4	Polecat
Idaho	Sudan	3	41	Flamingo
Rhode_Island	Taiwan	7	0	Bullhead_shark
Iowa	Netherlands	7	10	Wombat
Wyoming	Zimbabwe	7	1	Isogomphodon
Oregon	Hawaii	0	82	Manatee
New_Mexico	Tennessee	5	60	Beaver
South_Dakota	Ecuador	1	6	Whale_Shark
Pennsylvania	Oregon	9	0	Mallard
Kansas	Minnesota	9	4	Cormorant
Hawaii	Slovenia	2	67	Quail
West_Virginia	Ethiopia	4	74	Columbidae
Tennessee	Vatican_City	1	85	Mule
South_Dakota	Massachusetts	0	8	Sawshark
Texas	Nepal	8	34	Jackal
Utah	Virginia	9	45	Guanaco
Ohio	Massachusetts	6	70	Echinorhinus
Illinois	Barbados	1	75	Prionace_glauca
Minnesota	Luxembourg	6	14	Lamna
Nevada	Saudi_Arabia	1	88	Chamois
Nebraska	Rhode_Island	1	25	Mallard
Hawaii	Maryland	1	86	Wombat
Missouri	Jordan	6	79	Columbidae
Arkansas	Oregon	8	30	Wombat
Idaho	Grenada	6	60	Gerbil
Wisconsin	Alaska	9	64	Coyote
Alaska	Uzbekistan	2	91	Coccinellidae
Indiana	Michigan	6	31	Hyena
Kentucky	Wyoming	3	43	Baboon
Wisconsin	Madagascar	4	61	Isurus
Hawaii	Guatemala	0	1	Whale_Shark
Maine	Barbados	9	68	Isogomphodon
Wisconsin	Rhode_Island	8	99	Pristiophorus
Wisconsin	Denmark	7	63	Goose
Ohio	TRINIDAD_AND_TOBAGO	9	98	Lion
Oregon	Nigeria	8	35	Gazelle
Delaware	NEW_ZEALAND	9	65	Otter
Florida	Malawi	3	70	Hyena
Maine	Slovakia	9	89	Poroderma
Maryland	Nigeria	5	79	Triakis
Arkansas	CZECH_REPUBLIC	1	49	Triaenodon
Wyoming	Monaco	4	13	Hawk
Illinois	Samoa	7	80	Parmaturus
Montana	Turkey	7	58	Hemitriakis
California	Missouri	8	17	Pristiophorus
Utah	DOMINICAN_REPUBLIC	8	97	Crow
Rhode_Island	Slovenia	0	97	Beaver
Delaware	Madagascar	0	30	Sheep
Montana	Saudi_Arabia	6	43	Orectolobus
Nebraska	Luxembourg	6	29	Isogomphodon
Connecticut	Tanzania	6	9	Ram
Wisconsin	Missouri	9	38	Mouse
Washington	Maryland	0	38	Coccinellidae
Georgia	Italy	6	37	Mule
South_Carolina	Malaysia	0	17	American_Bison
Rhode_Island	Missouri	4	33	Isurus
South_Dakota	TRINIDAD_AND_TOBAGO	7	38	Skunk
California	Pennsylvania	2	54	American_Bison
New_Mexico	Wisconsin	0	95	Wren
Arkansas	Ecuador	7	9	Peafowl
Utah	Uzbekistan	7	53	Wombat
Washington	South_Carolina	7	98	Moose
Nevada	Lithuania	2	52	Dogfish
Kansas	Finland	7	38	Bison
North_Dakota	Alabama	2	98	Flamingo
Ohio	Uzbekistan	7	54	Scoliodon
Louisiana	Ireland	8	67	Pristiophorus
Mississippi	Malta	9	30	Manatee
Missouri	Minnesota	2	93	Wren
Oklahoma	Mississippi	3	81	Swan
Arizona	EQUATORIAL_GUINEA	4	22	Giant_Panda
Massachusetts	Dominica	3	39	Mule
Rhode_Island	Serbia	8	85	Baboon
Tennessee	Sweden	0	81	Beaver
Connecticut	Ukraine	7	71	Orectolobus
Rhode_Island	Washington	9	6	Swan
California	Rhode_Island	4	52	Swan
Colorado	Spain	2	43	Sphyrna_lewini
Minnesota	Washington	3	15	Gerbil
Minnesota	Rhode_Island	0	61	Guanaco
Hawaii	Japan	8	13	Hemitriakis
Wyoming	Guatemala	4	20	Carcharhiniformes
Alaska	MARSHALL_ISLANDS	3	36	Pelican
Kansas	Singapore	5	75	Gazelle
Montana	Uganda	2	24	Carcharhiniformes
Wisconsin	Malawi	1	15	Parmaturus
Indiana	EL_SALVADOR	2	4	Orectolobus
Georgia	Lithuania	6	92	Giant_Panda
Colorado	Ukraine	3	20	Ostrich
Indiana	Tonga	6	59	Giant_Panda
New_Jersey	Sudan	1	15	American_Bison
Oklahoma	Ghana	9	49	Skunk
Minnesota	EL_SALVADOR	8	66	Raven
Pennsylvania	Ethiopia	5	40	Skunk
West_Virginia	Tuvalu	2	56	Negaprion
Michigan	COSTA_RICA	4	44	Peafowl
Kentucky	Uganda	3	7	Skunk
Maryland	Malta	5	86	Chiloscyllium
Michigan	North_Carolina	2	97	Scoliodon
Kansas	Monaco	3	9	Swallow
Utah	Canada	7	80	Anatidae
Oregon	Kiribati	0	85	Chiloscyllium
Alabama	Romania	6	3	Squaliformes
Louisiana	Texas	1	69	Bullhead_shark
Maine	Florida	8	2	Goldfinch
Maine	Lithuania	2	50	Pelican
Nevada	Zambia	5	16	Zebra
Idaho	Nepal	5	25	Sawshark
Missouri	California	8	87	Parascyllium
North_Dakota	Pennsylvania	7	98	Lion
Idaho	North_Carolina	3	57	Columbidae
Maryland	Kiribati	4	81	Hamster
Ohio	Virginia	2	56	Rhizoprionodon
Alabama	DOMINICAN_REPUBLIC	8	43	Giraffe
Arizona	Maryland	5	20	Raven
New_Jersey	Greece	3	58	Gorilla
Alabama	Nigeria	0	52	Quail
Tennessee	Latvia	7	56	Ostrich
Idaho	New_Mexico	6	31	Columbidae
Tennessee	Taiwan	9	74	Cirrhoscyllium
Wyoming	Uruguay	6	36	Wombat
South_Dakota	Slovenia	5	50	Echinorhinus
Missouri	Missouri	9	96	Peafowl
Arkansas	California	5	75	Pinniped
Indiana	Ukraine	3	1	Donkey
Missouri	Vatican_City	8	29	Coyote
Connecticut	WESTERN_SAHARA	4	76	Gorilla
Louisiana	Alabama	7	84	Moose
Colorado	Guatemala	7	23	Echinorhinus
Georgia	Tunisia	3	56	Flamingo
Massachusetts	EQUATORIAL_GUINEA	0	76	Hemiscyllium
Virginia	Tuvalu	2	16	Cormorant
Minnesota	Kiribati	8	97	Orectolobus
Alaska	Ireland	0	69	Pristiophorus
South_Dakota	Cyprus	2	19	Swan
Maine	Arizona	1	60	Lamna
Illinois	Alabama	6	74	Baboon
Texas	Uruguay	3	32	Cobra
Utah	New_Mexico	6	9	Gazelle
Alaska	Dominica	3	24	Human
Oklahoma	Dominica	9	88	Prionace
Kentucky	Nauru	9	17	Gazelle
Louisiana	EL_SALVADOR	4	47	Nightingale
Oregon	Saudi_Arabia	7	25	Moose
Alabama	Vatican_City	7	22	Lamniformes
Idaho	Italy	9	55	American_Bison
Nebraska	Singapore	0	88	Sphyrna_lewini
Florida	Tanzania	1	40	Guanaco
Wisconsin	Japan	5	16	Orectolobus
Mississippi	Tonga	2	73	Bullhead_shark
Maine	Florida	5	15	Gorilla
Wyoming	Lithuania	6	1	Hawk
Alaska	Saudi_Arabia	6	60	Fox
Indiana	Sweden	2	70	Hawk
Nevada	EQUATORIAL_GUINEA	4	50	Pygmy_Shark
Alaska	Zimbabwe	6	34	Carcharhiniformes
Vermont	Arizona	6	23	Fish
Georgia	Tuvalu	1	56	Parascyllium
Washington	Barbados	4	41	Camel
North_Dakota	EQUATORIAL_GUINEA	8	90	Sawshark
Maine	Madagascar	5	28	Chamois
Kansas	Tuvalu	1	93	Manatee
Alabama	Vatican_City	5	4	Coyote
Maryland	Malaysia	8	64	Chamois
Arkansas	Massachusetts	2	53	Apristurus
California	France	8	73	Columbidae
Arizona	Madagascar	3	52	Isurus
Ohio	Mozambique	5	53	Partridge
Colorado	COSTA_RICA	1	8	Crow
Arizona	Slovenia	9	23	Angel_shark
Virginia	Saudi_Arabia	1	23	Giant_Panda
Pennsylvania	EL_SALVADOR	1	53	Hawk
Wyoming	Luxembourg	4	19	Baboon
Mississippi	Sweden	3	9	Raven
Massachusetts	Turkey	1	82	Crow
Nebraska	Tanzania	8	71	Orectolobus
Connecticut	Saudi_Arabia	8	1	Cobra
Louisiana	Michigan	0	49	Coyote
Michigan	Latvia	5	8	Raven
Hawaii	Washington	8	45	Flamingo
Montana	MARSHALL_ISLANDS	4	50	Triaenodon
